ID	CHR	START	STOP	SYM	TYPE
AVPR1B	1	206109691	206117355	ENSG00000198049	protein_coding
FAM72A	1	206186178	206204414	ENSG00000196550	protein_coding
EIF2D	1	206571291	206612551	ENSG00000143486	protein_coding
DYRK3	1	206635535	206684419	ENSG00000143479	protein_coding
IL10	1	206767601	206772494	ENSG00000136634	protein_coding
IL20	1	206865353	206869223	ENSG00000162891	protein_coding
LAMB3	1	209614869	209652466	ENSG00000196878	protein_coding
MIR4260	1	209623443	209623510	ENSG00000264831	miRNA
G0S2	1	209675419	209676388	ENSG00000123689	protein_coding
HSD11B1	1	209686164	209734950	ENSG00000117594	protein_coding
TRAF3IP3	1	209756031	209781458	ENSG00000009790	protein_coding
C1orf74	1	209784377	209784559	ENSG00000162757	protein_coding
IRF6	1	209785690	209806120	ENSG00000117595	protein_coding
LINC00467	1	211382802	211432536	ENSG00000153363	lincRNA
RD3	1	211476521	211481429	ENSG00000198570	protein_coding
SLC30A1	1	211571567	211578742	ENSG00000170385	protein_coding
NEK2	1	211662771	211675618	ENSG00000117650	protein_coding
LPGAT1	1	211743456	211830772	ENSG00000123684	protein_coding
INTS7	1	211940398	212035542	ENSG00000143493	protein_coding
DTL	1	212035576	212107400	ENSG00000143476	protein_coding
RPL21P28	1	212051486	212052029	ENSG00000220749	processed_pseudogene
MIR3122	1	212077612	212077685	ENSG00000264358	miRNA
PPP2R5A	1	212285536	212361858	ENSG00000066027	protein_coding
SNORA16B	1	212352815	212352950	ENSG00000201544	snoRNA
TMEM206	1	212363930	212414901	ENSG00000065600	protein_coding
NENF	1	212432886	212446372	ENSG00000117691	protein_coding
ATF3	1	212565333	212620777	ENSG00000162772	protein_coding
FAM71A	1	212624446	212626778	ENSG00000162771	protein_coding
BATF3	1	212686417	212699985	ENSG00000123685	protein_coding
TATDN3	1	212791827	212816626	ENSG00000203705	protein_coding
SPATA45	1	212830140	212847649	ENSG00000185523	protein_coding
FLVCR1-AS1	1	212852107	212858088	ENSG00000198468	lincRNA
FLVCR1	1	212858254	212899363	ENSG00000162769	protein_coding
VASH2	1	212950519	212992037	ENSG00000143494	protein_coding
ANGEL2	1	212992181	213015826	ENSG00000174606	protein_coding
C1orf115	1	220689844	220699157	ENSG00000162817	protein_coding
C1orf140	1	221330079	221336296	ENSG00000234754	lincRNA
DUSP10	1	221701423	221742176	ENSG00000143507	protein_coding
HHIPL2	1	222522259	222548103	ENSG00000143512	protein_coding
TAF1A	1	222557901	222589933	ENSG00000143498	protein_coding
MIA3	1	222618085	222668012	ENSG00000154305	protein_coding
AIDA	1	222668012	222703217	ENSG00000186063	protein_coding
BROX	1	222713368	222735196	ENSG00000162819	protein_coding
FAM177B	1	222737206	222750805	ENSG00000197520	protein_coding
DISP1	1	222872270	223005995	ENSG00000154309	protein_coding
FBXO28	1	224114086	224162047	ENSG00000143756	protein_coding
DEGS1	1	224175755	224193441	ENSG00000143753	protein_coding
NVL	1	224227333	224330387	ENSG00000143748	protein_coding
MIR320B2	1	224257003	224257141	ENSG00000221406	miRNA
CNIH4	1	224356849	224379459	ENSG00000143771	protein_coding
WDR26	1	224385142	224437033	ENSG00000162923	protein_coding
MIR4742	1	224398226	224398311	ENSG00000266618	miRNA
LBR	1	225401501	225428925	ENSG00000143815	protein_coding
ENAH	1	225486834	225653142	ENSG00000154380	protein_coding
SRP9	1	225777828	225790466	ENSG00000143742	protein_coding
EPHX1	1	225810091	225844623	ENSG00000143819	protein_coding
TMEM63A	1	225847033	225882369	ENSG00000196187	protein_coding
LEFTY1	1	225888816	225911382	ENSG00000243709	protein_coding
PYCR2	1	225919877	225924000	ENSG00000143811	protein_coding
LEFTY2	1	225936597	225941489	ENSG00000143768	protein_coding
SDE2	1	225982701	225999331	ENSG00000143751	protein_coding
H3F3A	1	226061850	226072001	ENSG00000163041	protein_coding
ACBD3	1	226144678	226186730	ENSG00000182827	protein_coding
MIXL1	1	226223617	226227054	ENSG00000185155	protein_coding
LIN9	1	226231148	226309869	ENSG00000183814	protein_coding
PARP1	1	226360690	226408079	ENSG00000143799	protein_coding
ZNF847P	1	227696891	227706711	ENSG00000215812	unprocessed_pseudogene
SNAP47	1	227728538	227781226	ENSG00000143740	protein_coding
JMJD4	1	227734650	227734816	ENSG00000081692	protein_coding
PRSS38	1	227815692	227846470	ENSG00000185888	protein_coding
WNT9A	1	227918655	227947898	ENSG00000143816	protein_coding
MIR5008	1	227941589	227941683	ENSG00000264483	miRNA
WNT3A	1	228007050	228061260	ENSG00000154342	protein_coding
ARF1	1	228082659	228099211	ENSG00000143761	protein_coding
MIR3620	1	228097262	228097341	ENSG00000264944	miRNA
C1orf35	1	228100725	228105411	ENSG00000143793	protein_coding
MRPL55	1	228106678	228109312	ENSG00000162910	protein_coding
GUK1	1	228139961	228148984	ENSG00000143774	protein_coding
GJC2	1	228149851	228159826	ENSG00000198835	protein_coding
IBA57-AS1	1	228164085	228165512	ENSG00000203684	lincRNA
IBA57	1	228165814	228182257	ENSG00000181873	protein_coding
C1orf145	1	228203505	228209764	ENSG00000162913	protein_coding
OBSCN	1	228208129	228378876	ENSG00000154358	protein_coding
TRIM11	1	228393672	228406840	ENSG00000154370	protein_coding
TRIM17	1	228407939	228416861	ENSG00000162931	protein_coding
HIST3H3	1	228424844	228425325	ENSG00000168148	protein_coding
HIST3H2A	1	228457363	228457859	ENSG00000181218	protein_coding
HIST3H2BB	1	228458106	228458558	ENSG00000196890	protein_coding
MIR4666A	1	228462073	228462152	ENSG00000266174	miRNA
RNF187	1	228487060	228495766	ENSG00000168159	protein_coding
BTNL10	1	228508654	228512305	ENSG00000215811	unprocessed_pseudogene
DUSP5P1	1	228609137	228652403	ENSG00000183929	processed_pseudogene
RHOU	1	228735076	228746669	ENSG00000116574	protein_coding
RAB4A	1	229271131	229302989	ENSG00000168118	protein_coding
CCSAP	1	229321010	229343294	ENSG00000154429	protein_coding
ACTA1	1	229431244	229434098	ENSG00000143632	protein_coding
NUP133	1	229441297	229508356	ENSG00000069248	protein_coding
ABCB10	1	229516581	229558695	ENSG00000135776	protein_coding
TAF5L	1	229593110	229626047	ENSG00000135801	protein_coding
URB2	1	229626233	229660199	ENSG00000135763	protein_coding
TBCE	1	235367359	235448968	ENSG00000116957	protein_coding
B3GALNT2	1	235449922	235504481	ENSG00000162885	protein_coding
GNG4	1	235547686	235650754	ENSG00000168243	protein_coding
MIR1537	1	235852999	235853060	ENSG00000222831	miRNA
SDCCAG8	1	243256017	243489140	ENSG00000054282	protein_coding
